CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,StringencyIndex_Average_ForDisplay,GovernmentResponseIndex_Average,GovernmentResponseIndex_Average_ForDisplay,ContainmentHealthIndex_Average,ContainmentHealthIndex_Average_ForDisplay,EconomicSupportIndex,EconomicSupportIndex_ForDisplay
Germany,DEU,,,NAT_TOTAL,2021-7-24,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,3752592,91492,NV,49.68,67.59,67.59,68.75,68.75,73.21,73.21,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-7-25,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,3752592,91492,NV,49.77,67.59,67.59,68.75,68.75,73.21,73.21,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-7-26,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,3756856,91527,V,50.08,67.59,67.59,68.75,68.75,73.21,73.21,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-7-27,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,3758401,91565,V,50.66,67.59,67.59,68.75,68.75,73.21,73.21,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-7-28,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,3761169,91586,V,51.38,67.59,67.59,68.75,68.75,73.21,73.21,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-7-29,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,3764311,91607,V,51.95,67.59,67.59,68.75,68.75,73.21,73.21,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-7-30,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3766765,91637,V,52.40,67.59,67.59,68.75,68.75,73.21,73.21,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-7-31,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3766765,91637,V,52.55,67.59,67.59,68.75,68.75,73.21,73.21,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-1,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3766765,91637,V,52.64,64.81,64.81,67.19,67.19,71.43,71.43,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-2,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3772109,91660,V,52.91,64.81,64.81,67.19,67.19,71.43,71.43,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-3,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3773875,91679,V,53.39,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-4,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3777446,91704,V,53.99,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-5,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3780985,91730,V,54.51,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-6,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3784433,91754,V,54.92,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-7,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3784433,91754,V,55.07,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-8,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3784433,91754,V,55.17,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-9,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3791949,91784,V,55.45,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-10,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3794429,91803,V,55.90,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-11,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3799425,91817,V,56.45,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-12,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,3.00,2.00,0.00,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3805063,91834,V,56.89,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-13,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3810641,91853,V,57.24,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-14,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3810641,91853,V,57.39,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-15,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3810641,91853,V,57.48,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-16,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3823139,91871,V,57.70,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-17,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3827051,91899,V,58.03,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-18,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3835375,91921,V,58.41,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-19,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3843775,91943,V,58.70,59.26,59.26,64.06,64.06,67.86,67.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-20,1.00,1,2.00,1,2.00,1,3.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3853055,91956,V,58.93,56.48,56.48,62.50,62.50,66.07,66.07,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-21,1.00,1,2.00,1,2.00,1,3.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3853055,91956,V,59.03,56.48,56.48,62.50,62.50,66.07,66.07,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-22,1.00,1,2.00,1,2.00,1,3.00,1,1.00,1,1.00,1,0.00,,2.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3853055,91956,V,59.09,56.48,56.48,62.50,62.50,66.07,66.07,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-23,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3871865,91980,V,59.25,44.76,44.76,55.90,55.90,58.53,58.53,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-24,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3877612,92022,V,59.48,44.69,44.69,55.87,55.87,58.49,58.49,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-25,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3889173,92061,V,59.74,44.61,44.61,55.82,55.82,58.44,58.44,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-26,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3901799,92082,V,59.95,44.55,44.55,55.79,55.79,58.40,58.40,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-27,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3913828,92096,V,60.13,44.50,44.50,55.76,55.76,58.37,58.37,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-28,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3913828,92096,V,60.21,43.74,43.74,55.33,55.33,57.88,57.88,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-29,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3913828,92096,V,60.26,43.73,43.73,55.32,55.32,57.87,57.87,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-30,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3937106,92140,V,60.38,43.69,43.69,55.31,55.31,57.85,57.85,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-8-31,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3942856,92200,V,60.56,43.65,43.65,55.28,55.28,57.82,57.82,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-1,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3956387,92223,V,60.77,43.59,43.59,55.25,55.25,57.78,57.78,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-2,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3970102,92256,V,60.94,43.54,43.54,55.22,55.22,57.75,57.75,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-3,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3984353,92301,V,61.08,43.50,43.50,55.20,55.20,57.72,57.72,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-4,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3984353,92301,V,61.14,43.49,43.49,55.19,55.19,57.71,57.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-5,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3984353,92301,V,61.18,43.48,43.48,55.18,55.18,57.71,57.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-6,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4010390,92354,V,61.27,43.45,43.45,55.17,55.17,57.69,57.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-7,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4017116,92413,V,61.42,43.41,43.41,55.15,55.15,57.66,57.66,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-8,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4030681,92448,V,61.59,43.36,43.36,55.12,55.12,57.63,57.63,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-9,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4046112,92498,V,61.76,43.32,43.32,55.09,55.09,57.60,57.60,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-10,3.00,0,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4059081,92553,V,61.89,43.28,43.28,55.07,55.07,57.58,57.58,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-11,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4059081,92553,V,61.97,37.70,37.70,51.94,51.94,54.00,54.00,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-12,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4059081,92553,V,62.01,37.69,37.69,51.93,51.93,53.99,53.99,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-13,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4083151,92618,V,62.11,37.66,37.66,51.91,51.91,53.97,53.97,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-14,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4089476,92686,V,62.26,37.62,37.62,51.89,51.89,53.95,53.95,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-15,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4101931,92769,V,62.45,37.57,37.57,51.86,51.86,53.91,53.91,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-16,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4114856,92837,V,62.62,37.52,37.52,51.84,51.84,53.88,53.88,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-17,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4125878,92857,V,62.76,37.48,37.48,51.81,51.81,53.86,53.86,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-18,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4125878,92857,V,62.84,37.46,37.46,51.80,51.80,53.85,53.85,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-19,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4125878,92857,V,62.88,37.45,37.45,51.80,51.80,53.84,53.84,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-20,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4145852,92971,V,62.98,37.42,37.42,51.78,51.78,53.82,53.82,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-21,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4150516,93052,V,63.14,36.87,36.87,51.47,51.47,53.46,53.46,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-22,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4160970,93123,V,63.31,36.82,36.82,51.44,51.44,53.44,53.44,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-23,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4171666,93238,V,63.48,36.78,36.78,51.42,51.42,53.41,53.41,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-24,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4181393,93303,V,63.62,36.74,36.74,51.40,51.40,53.38,53.38,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-25,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4181393,93303,V,63.69,36.73,36.73,51.39,51.39,53.37,53.37,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-26,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4181393,93303,V,63.73,36.71,36.71,51.38,51.38,53.37,53.37,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-9-27,1.00,1,0.00,,0.00,,2.00,0,1.00,1,0.00,,0.00,,1.00,2.00,0,0.00,,,2.00,1,3.00,2.00,,0.00,2.00,1,5.00,1,2.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4199400,93403,V,63.82,36.69,36.69,51.37,51.37,53.35,53.35,37.50,37.50
